Country_Region,Province_State,Date,Confirmed,Deaths,Recovered,Active,Active_Diff
US,New Hampshire,4/08/2020,747,13,0,743,-9
US,New Hampshire,4/09/2020,819,21,0,798,0
US,New Hampshire,4/10/2020,819,21,0,798,0
US,New Hampshire,4/11/2020,885,22,0,882,-19
US,New Hampshire,4/12/2020,929,23,0,925,-19
US,New Hampshire,4/13/2020,985,23,0,981,-19
US,New Hampshire,4/14/2020,922,25,0,920,-23
US,New Hampshire,4/15/2020,1139,32,0,1136,-29
US,New Hampshire,4/16/2020,1139,32,0,1136,-29
US,New Hampshire,4/17/2020,1287,37,0,1282,-32
US,New Hampshire,4/18/2020,1342,38,0,1339,-35
US,New Hampshire,4/19/2020,1390,38,0,1387,-35
US,New Hampshire,4/20/2020,1447,42,0,1440,-35
US,New Hampshire,4/21/2020,1490,42,0,1473,-25
US,New Hampshire,4/22/2020,1588,48,0,1568,-28
US,New Hampshire,4/23/2020,1670,51,0,1656,-37
US,New Hampshire,4/24/2020,1720,53,0,1714,-47
US,New Hampshire,4/25/2020,1797,53,0,1785,-41
US,New Hampshire,4/26/2020,1864,60,0,1856,-52
US,New Hampshire,4/27/2020,1938,60,0,1924,-46
US,New Hampshire,4/28/2020,2010,60,0,2000,-50
US,New Hampshire,4/29/2020,2058,60,0,2048,-50
US,New Hampshire,4/30/2020,2146,72,0,2083,-9
US,New Hampshire,5/01/2020,2310,81,0,2235,-6
US,New Hampshire,5/02/2020,2429,84,0,2345,0
US,New Hampshire,5/03/2020,2518,86,0,2439,-7
US,New Hampshire,5/04/2020,2588,86,0,2513,-11
US,New Hampshire,5/05/2020,2636,92,0,2561,-17
US,New Hampshire,5/06/2020,2741,92,0,2661,-12
US,New Hampshire,5/07/2020,2843,114,0,2736,-7
US,New Hampshire,5/08/2020,2947,121,0,2833,-7
US,New Hampshire,5/09/2020,3011,131,0,2893,-13
US,New Hampshire,5/10/2020,3071,133,0,2957,-19
US,New Hampshire,5/11/2020,3160,133,0,3043,-16
US,New Hampshire,5/12/2020,3239,142,0,3127,-30
US,New Hampshire,5/13/2020,3299,150,0,3187,-38
US,New Hampshire,5/14/2020,3382,151,0,3231,0
US,New Hampshire,5/15/2020,3453,151,0,3302,0
US,New Hampshire,5/16/2020,3556,171,0,3414,-29
US,New Hampshire,5/17/2020,3596,172,0,3454,-30
US,New Hampshire,5/18/2020,3652,172,0,3488,-8
US,New Hampshire,5/19/2020,3721,172,0,3578,-29
US,New Hampshire,5/20/2020,3868,190,0,3722,-44
US,New Jersey,3/15/2020,98,2,0,96,0
US,New Jersey,3/16/2020,178,2,1,175,0
US,New Jersey,3/17/2020,267,3,1,263,0
US,New Jersey,3/18/2020,267,3,0,264,0
US,New Jersey,3/19/2020,742,9,0,733,0
US,New Jersey,3/20/2020,890,11,0,879,0
US,New Jersey,3/21/2020,1327,16,0,1311,0
US,New Jersey,3/22/2020,1914,20,0,1894,0
US,New Jersey,3/23/2020,2844,27,0,2817,0
US,New Jersey,3/24/2020,3675,44,0,3631,0
US,New Jersey,3/25/2020,4402,62,0,4340,0
US,New Jersey,3/26/2020,6876,81,0,6795,0
US,New Jersey,3/27/2020,8825,108,0,8717,0
US,New Jersey,3/28/2020,11124,140,0,10984,0
US,New Jersey,3/29/2020,13386,161,0,13225,0
US,New Jersey,3/30/2020,16636,198,0,16438,0
US,New Jersey,3/31/2020,18696,267,0,18429,0
US,New Jersey,4/01/2020,22255,355,0,21900,0
US,New Jersey,4/02/2020,25590,537,0,25053,0
US,New Jersey,4/03/2020,29895,646,0,29249,0
US,New Jersey,4/04/2020,34124,846,0,33278,0
US,New Jersey,4/05/2020,37505,917,0,36588,0
US,New Jersey,4/06/2020,41090,1003,0,40087,0
US,New Jersey,4/07/2020,44416,1232,0,43184,0
US,New Jersey,4/08/2020,47437,1504,0,45933,0
US,New Jersey,4/09/2020,51027,1709,0,49318,0
US,New Jersey,4/10/2020,54588,1932,0,52656,0
US,New Jersey,4/11/2020,58151,2183,0,55968,0
US,New Jersey,4/12/2020,61850,2350,0,59500,0
US,New Jersey,4/13/2020,64584,2443,0,62141,0
US,New Jersey,4/14/2020,68824,2805,0,66019,0
US,New Jersey,4/15/2020,71030,3156,0,67874,0
US,New Jersey,4/16/2020,75317,3518,0,71799,0
US,New Jersey,4/17/2020,78467,3840,0,74627,0
US,New Jersey,4/18/2020,81420,4070,0,77350,0
US,New Jersey,4/19/2020,85301,4362,0,80939,0
US,New Jersey,4/20/2020,88722,4496,0,84226,0
US,New Jersey,4/21/2020,92387,4753,0,87634,0
US,New Jersey,4/22/2020,95914,5150,0,90764,0
US,New Jersey,4/23/2020,100025,5426,0,94599,0
US,New Jersey,4/24/2020,102196,5683,0,96513,0
US,New Jersey,4/25/2020,105498,5914,0,99584,0
US,New Jersey,4/26/2020,109038,5938,0,103100,0
US,New Jersey,4/27/2020,111188,6044,0,105144,0
US,New Jersey,4/28/2020,113856,6442,0,107414,0
US,New Jersey,4/29/2020,116365,6771,0,109594,0
US,New Jersey,4/30/2020,118652,7228,0,111424,0
US,New Jersey,5/01/2020,121190,7538,0,113652,0
US,New Jersey,5/02/2020,123717,7742,0,115975,0
US,New Jersey,5/03/2020,126744,7871,0,118873,0
US,New Jersey,5/04/2020,128269,7910,0,120359,0
US,New Jersey,5/05/2020,130593,8244,0,122349,0
US,New Jersey,5/06/2020,131890,8549,0,123341,0
US,New Jersey,5/07/2020,133991,8807,0,125184,0
US,New Jersey,5/08/2020,135840,8960,0,126880,0
US,New Jersey,5/09/2020,137397,9116,0,128281,0
US,New Jersey,5/10/2020,138754,9256,0,129498,0
US,New Jersey,5/11/2020,140206,9340,0,130866,0
US,New Jersey,5/12/2020,140917,9531,0,131386,0
US,New Jersey,5/13/2020,141560,9714,0,131846,0
US,New Jersey,5/14/2020,142704,9946,0,132758,0
US,New Jersey,5/15/2020,143984,10148,0,133836,0
US,New Jersey,5/16/2020,145089,10261,0,134828,0
US,New Jersey,5/17/2020,146504,10363,0,136141,0
US,New Jersey,5/18/2020,148240,10439,0,137801,0
US,New Jersey,5/19/2020,149356,10587,0,138769,0
US,New Jersey,5/20/2020,150776,10749,0,140027,0
US,New Mexico,3/15/2020,13,0,0,13,0
US,New Mexico,3/16/2020,17,0,0,17,0
US,New Mexico,3/17/2020,23,0,0,23,0
US,New Mexico,3/18/2020,23,0,0,23,0
US,New Mexico,3/19/2020,35,0,0,35,0
US,New Mexico,3/20/2020,43,0,0,43,0
US,New Mexico,3/21/2020,43,0,0,43,0
US,New Mexico,3/22/2020,57,0,0,57,0
US,New Mexico,3/23/2020,83,0,0,83,0
US,New Mexico,3/24/2020,100,0,0,100,0
US,New Mexico,3/25/2020,113,1,0,112,0
US,New Mexico,3/26/2020,113,1,0,112,0
US,New Mexico,3/27/2020,136,1,0,135,0
US,New Mexico,3/28/2020,208,1,0,207,0
US,New Mexico,3/29/2020,237,2,0,235,0
US,New Mexico,3/30/2020,237,2,0,235,0
US,New Mexico,3/31/2020,315,4,0,311,0
US,New Mexico,4/01/2020,340,5,0,335,0
US,New Mexico,4/02/2020,388,6,0,382,0
US,New Mexico,4/03/2020,534,10,0,524,0
US,New Mexico,4/04/2020,534,10,0,524,0
US,New Mexico,4/05/2020,670,12,0,658,0
US,New Mexico,4/06/2020,757,12,0,745,0
US,New Mexico,4/07/2020,876,13,0,863,0
US,New Mexico,4/08/2020,902,13,0,889,0
US,New Mexico,4/09/2020,865,16,0,849,0
US,New Mexico,4/10/2020,1081,17,0,1064,0
US,New Mexico,4/11/2020,1091,19,0,1072,0
US,New Mexico,4/12/2020,1245,26,0,1219,0
US,New Mexico,4/13/2020,1262,26,0,1236,0
US,New Mexico,4/14/2020,1345,31,0,1314,0
US,New Mexico,4/15/2020,1484,36,0,1448,0
US,New Mexico,4/16/2020,1484,36,0,1448,0
US,New Mexico,4/17/2020,1597,44,0,1553,0
US,New Mexico,4/18/2020,1798,53,0,1745,0
US,New Mexico,4/19/2020,1845,55,0,1790,0
US,New Mexico,4/20/2020,1971,58,0,1913,0
US,New Mexico,4/21/2020,1971,58,0,1913,0
US,New Mexico,4/22/2020,2210,71,0,2139,0
US,New Mexico,4/23/2020,2379,78,0,2301,0
US,New Mexico,4/24/2020,2521,84,0,2437,0
US,New Mexico,4/25/2020,2660,93,0,2567,0
US,New Mexico,4/26/2020,2726,99,0,2627,0
US,New Mexico,4/27/2020,2825,99,0,2726,0
US,New Mexico,4/28/2020,2974,105,0,2869,0
US,New Mexico,4/29/2020,3213,112,0,3101,0
US,New Mexico,4/30/2020,3411,123,0,3288,0
US,New Mexico,5/01/2020,3513,131,0,3382,0
US,New Mexico,5/02/2020,3732,138,0,3594,0
US,New Mexico,5/03/2020,3850,151,0,3700,-1
US,New Mexico,5/04/2020,4031,156,0,3881,-6
US,New Mexico,5/05/2020,4138,162,0,3976,0
US,New Mexico,5/06/2020,4291,169,0,4122,0
US,New Mexico,5/07/2020,4493,172,0,4321,0
US,New Mexico,5/08/2020,4673,181,0,4492,0
US,New Mexico,5/09/2020,4778,191,0,4587,0
US,New Mexico,5/10/2020,4863,200,0,4663,0
US,New Mexico,5/11/2020,5069,208,0,4861,0
US,New Mexico,5/12/2020,5212,219,0,4993,0
US,New Mexico,5/13/2020,5364,231,0,5133,0
US,New Mexico,5/14/2020,5503,242,0,5261,0
US,New Mexico,5/15/2020,5662,253,0,5409,0
US,New Mexico,5/16/2020,5847,259,0,5588,0
US,New Mexico,5/17/2020,5938,265,0,5673,0
US,New Mexico,5/18/2020,6096,270,0,5826,0
US,New Mexico,5/19/2020,6192,276,0,5916,0
US,New Mexico,5/20/2020,6317,283,0,6034,0
US,New York,3/15/2020,732,3,0,729,0
US,New York,3/16/2020,967,10,0,957,0
US,New York,3/17/2020,1706,13,0,1693,0
US,New York,3/18/2020,2495,16,0,2479,0
US,New York,3/19/2020,5365,34,0,5331,0
US,New York,3/20/2020,8310,42,0,8268,0
US,New York,3/21/2020,11710,60,0,11650,0
US,New York,3/22/2020,15800,117,0,15698,-15
US,New York,3/23/2020,20884,158,0,20726,0
US,New York,3/24/2020,25681,210,0,25510,-39
US,New York,3/25/2020,30841,285,0,30587,-31
US,New York,3/26/2020,37877,385,0,37537,-45
US,New York,3/27/2020,44876,527,0,44436,-87
US,New York,3/28/2020,52410,728,0,51791,-109
US,New York,3/29/2020,59648,965,0,58842,-159
US,New York,3/30/2020,66663,1218,0,65743,-298
US,New York,3/31/2020,75833,1550,0,74751,-468
US,New York,4/01/2020,83948,1941,0,82572,-565
US,New York,4/02/2020,92506,2373,0,90808,-675
US,New York,4/03/2020,102987,2935,0,101007,-955
US,New York,4/04/2020,113833,3565,0,111441,-1173
US,New York,4/05/2020,123160,4159,0,120261,-1260
US,New York,4/06/2020,131815,4698,0,127426,-309
US,New York,4/07/2020,139875,5489,0,134502,-116
US,New York,4/08/2020,151061,6268,0,144945,-152
US,New York,4/09/2020,161779,7067,0,154785,-73
US,New York,4/10/2020,172348,7867,0,164481,0
US,New York,4/11/2020,181026,8627,0,172403,-4
US,New York,4/12/2020,189033,9385,0,179688,-40
US,New York,4/13/2020,195749,10058,0,185691,0
US,New York,4/14/2020,203020,10842,0,192178,0
US,New York,4/15/2020,214454,11617,0,202837,0
US,New York,4/16/2020,223691,14832,0,208859,0
US,New York,4/17/2020,230597,17131,0,214040,-574
US,New York,4/18/2020,241712,17671,0,225100,-1059
US,New York,4/19/2020,247815,18298,0,229918,-401
US,New York,4/20/2020,253060,18611,0,234497,-48
US,New York,4/21/2020,258361,19104,0,239260,-3
US,New York,4/22/2020,263292,19413,0,243879,0
US,New York,4/23/2020,263460,20973,0,242487,0
US,New York,4/24/2020,271590,21411,0,250179,0
US,New York,4/25/2020,282143,22009,0,260134,0
US,New York,4/26/2020,288045,22269,0,265776,0
US,New York,4/27/2020,291996,22668,0,269328,0
US,New York,4/28/2020,295106,22912,0,272194,0
US,New York,4/29/2020,299691,23477,0,276214,0
US,New York,4/30/2020,304372,23587,0,280785,0
US,New York,5/01/2020,308314,24039,0,284275,0
US,New York,5/02/2020,312977,24198,0,288779,0
US,New York,5/03/2020,316415,24708,0,291707,0
US,New York,5/04/2020,318953,24999,0,293954,0
US,New York,5/05/2020,321192,25124,0,296068,0
US,New York,5/06/2020,323978,25623,0,298355,0
US,New York,5/07/2020,327469,26144,0,301325,0
US,New York,5/08/2020,330407,26243,0,304164,0
US,New York,5/09/2020,333122,26612,0,306510,0
US,New York,5/10/2020,335395,26641,0,308754,0
US,New York,5/11/2020,337055,26988,0,310067,0
US,New York,5/12/2020,338485,27284,0,311201,0
US,New York,5/13/2020,340661,27477,0,313184,0
US,New York,5/14/2020,343051,27641,0,315410,0
US,New York,5/15/2020,345813,27878,0,317935,0
US,New York,5/16/2020,348232,28049,0,320183,0
US,New York,5/17/2020,350121,28232,0,321889,0
US,New York,5/18/2020,351371,28339,0,323032,0
US,New York,5/19/2020,352845,28558,0,324287,0
US,New York,5/20/2020,354370,28636,0,325734,0
US,North Carolina,3/15/2020,33,0,0,33,0
US,North Carolina,3/16/2020,38,0,0,38,0
US,North Carolina,3/17/2020,64,0,0,64,0
US,North Carolina,3/18/2020,70,0,0,70,0
US,North Carolina,3/19/2020,123,0,0,123,0
US,North Carolina,3/20/2020,172,0,0,172,0
US,North Carolina,3/21/2020,253,0,0,253,0
US,North Carolina,3/22/2020,305,0,0,305,0
US,North Carolina,3/23/2020,353,0,0,353,0
US,North Carolina,3/24/2020,495,0,0,495,0
US,North Carolina,3/25/2020,590,2,0,589,-1
US,North Carolina,3/26/2020,738,3,0,735,0
US,North Carolina,3/27/2020,887,4,0,883,0
US,North Carolina,3/28/2020,1020,5,0,1015,0
US,North Carolina,3/29/2020,1191,7,0,1184,0
US,North Carolina,3/30/2020,1313,7,0,1307,-1
US,North Carolina,3/31/2020,1535,12,0,1523,0
US,North Carolina,4/01/2020,1675,14,0,1661,0
US,North Carolina,4/02/2020,1977,21,0,1956,0
US,North Carolina,4/03/2020,2251,27,0,2224,0
US,North Carolina,4/04/2020,2486,34,0,2452,0
US,North Carolina,4/05/2020,2649,38,0,2611,0
US,North Carolina,4/06/2020,2962,45,0,2917,0
US,North Carolina,4/07/2020,3299,53,0,3248,-2
US,North Carolina,4/08/2020,3499,66,0,3433,0
US,North Carolina,4/09/2020,3736,76,0,3660,0
US,North Carolina,4/10/2020,3965,83,0,3882,0
US,North Carolina,4/11/2020,4354,89,0,4265,0
US,North Carolina,4/12/2020,4570,89,0,4481,0
US,North Carolina,4/13/2020,4886,94,0,4792,0
US,North Carolina,4/14/2020,5113,112,0,5001,0
US,North Carolina,4/15/2020,5340,130,0,5210,0
US,North Carolina,4/16/2020,5639,150,0,5489,0
US,North Carolina,4/17/2020,6045,177,0,5868,0
US,North Carolina,4/18/2020,6328,187,0,6141,0
US,North Carolina,4/19/2020,6601,200,0,6401,0
US,North Carolina,4/20/2020,6895,218,0,6677,0
US,North Carolina,4/21/2020,7134,245,0,6889,0
US,North Carolina,4/22/2020,7495,265,0,7230,0
US,North Carolina,4/23/2020,7820,281,0,7539,0
US,North Carolina,4/24/2020,8290,294,0,7996,0
US,North Carolina,4/25/2020,8768,305,0,8463,0
US,North Carolina,4/26/2020,8997,324,0,8673,0
US,North Carolina,4/27/2020,9428,340,0,9088,0
US,North Carolina,4/28/2020,9755,363,0,9392,0
US,North Carolina,4/29/2020,10180,382,0,9798,0
US,North Carolina,4/30/2020,10754,406,0,10348,0
US,North Carolina,5/01/2020,11070,419,0,10651,0
US,North Carolina,5/02/2020,11588,431,0,11157,0
US,North Carolina,5/03/2020,11770,434,0,11336,0
US,North Carolina,5/04/2020,11971,442,0,11529,0
US,North Carolina,5/05/2020,12510,472,0,12038,0
US,North Carolina,5/06/2020,13053,492,0,12561,0
US,North Carolina,5/07/2020,13540,513,0,13027,0
US,North Carolina,5/08/2020,14006,530,0,13476,0
US,North Carolina,5/09/2020,14478,551,0,13927,0
US,North Carolina,5/10/2020,14938,564,0,14374,0
US,North Carolina,5/11/2020,15274,575,0,14699,0
US,North Carolina,5/12/2020,15622,600,0,15022,0
US,North Carolina,5/13/2020,16352,625,0,15727,0
US,North Carolina,5/14/2020,16968,641,0,16327,0
US,North Carolina,5/15/2020,17494,667,0,16827,0
US,North Carolina,5/16/2020,18130,676,0,17454,0
US,North Carolina,5/17/2020,18673,686,0,17987,0
US,North Carolina,5/18/2020,19207,693,0,18514,0
US,North Carolina,5/19/2020,19239,693,0,18546,0
US,North Carolina,5/20/2020,20262,726,0,19536,0
US,North Dakota,3/15/2020,1,0,0,1,0
US,North Dakota,3/16/2020,1,0,0,1,0
US,North Dakota,3/17/2020,3,0,0,3,0
US,North Dakota,3/18/2020,6,0,0,6,0
US,North Dakota,3/19/2020,18,0,0,18,0
US,North Dakota,3/20/2020,19,0,0,19,0
US,North Dakota,3/21/2020,28,0,0,28,0
US,North Dakota,3/22/2020,28,0,0,28,0
US,North Dakota,3/23/2020,30,0,0,30,0
US,North Dakota,3/24/2020,36,0,0,36,0
US,North Dakota,3/25/2020,45,0,0,45,0
US,North Dakota,3/26/2020,51,0,0,51,0
US,North Dakota,3/27/2020,68,1,0,67,0
US,North Dakota,3/28/2020,94,1,0,93,0
US,North Dakota,3/29/2020,98,1,0,97,0
US,North Dakota,3/30/2020,109,2,0,108,-1
US,North Dakota,3/31/2020,122,3,0,119,0
US,North Dakota,4/01/2020,142,3,0,139,0
US,North Dakota,4/02/2020,159,3,0,156,0
US,North Dakota,4/03/2020,173,3,0,170,0
US,North Dakota,4/04/2020,186,3,0,183,0
US,North Dakota,4/05/2020,207,3,0,204,0
US,North Dakota,4/06/2020,225,3,0,222,0
US,North Dakota,4/07/2020,237,4,0,233,0
US,North Dakota,4/08/2020,251,4,0,247,0
US,North Dakota,4/09/2020,269,5,0,264,0
US,North Dakota,4/10/2020,278,6,0,272,0
US,North Dakota,4/11/2020,293,7,0,286,0
US,North Dakota,4/12/2020,308,7,0,301,0
US,North Dakota,4/13/2020,331,8,0,323,0
US,North Dakota,4/14/2020,341,8,0,333,0
US,North Dakota,4/15/2020,365,9,0,356,0
US,North Dakota,4/16/2020,393,9,0,384,0
US,North Dakota,4/17/2020,393,9,0,384,0
US,North Dakota,4/18/2020,528,9,0,519,0
US,North Dakota,4/19/2020,585,9,0,576,0
US,North Dakota,4/20/2020,627,9,0,618,0
US,North Dakota,4/21/2020,644,13,0,631,0
US,North Dakota,4/22/2020,679,14,0,665,0
US,North Dakota,4/23/2020,709,15,0,694,0
US,North Dakota,4/24/2020,748,15,0,733,0
US,North Dakota,4/25/2020,803,16,0,787,0
US,North Dakota,4/26/2020,867,17,0,850,0
US,North Dakota,4/27/2020,942,19,0,923,0
US,North Dakota,4/28/2020,991,19,0,972,0
US,North Dakota,4/29/2020,1033,19,0,1014,0
US,North Dakota,4/30/2020,1067,19,0,1048,0
US,North Dakota,5/01/2020,1107,23,0,1088,-4
US,North Dakota,5/02/2020,1153,24,0,1134,-5
US,North Dakota,5/03/2020,1191,25,0,1172,-6
US,North Dakota,5/04/2020,1225,25,0,1206,-6
US,North Dakota,5/05/2020,1266,25,0,1247,-6
US,North Dakota,5/06/2020,1323,31,0,1298,-6
US,North Dakota,5/07/2020,1371,31,0,1346,-6
US,North Dakota,5/08/2020,1425,33,0,1400,-8
US,North Dakota,5/09/2020,1464,35,0,1437,-8
US,North Dakota,5/10/2020,1491,35,0,1464,-8
US,North Dakota,5/11/2020,1518,36,0,1488,-6
US,North Dakota,5/12/2020,1571,38,0,1539,-6
US,North Dakota,5/13/2020,1647,40,0,1615,-8
US,North Dakota,5/14/2020,1712,40,0,1678,-6
US,North Dakota,5/15/2020,1761,42,0,1725,-6
US,North Dakota,5/16/2020,1848,42,0,1812,-6
US,North Dakota,5/17/2020,1900,43,0,1863,-6
US,North Dakota,5/18/2020,1931,44,0,1893,-6
US,North Dakota,5/19/2020,1994,45,0,1955,-6
US,North Dakota,5/20/2020,2095,49,0,2052,-6
US,Northern Mariana Islands,3/22/2020,0,0,0,0,0
US,Northern Mariana Islands,3/23/2020,0,0,0,0,0
US,Northern Mariana Islands,3/24/2020,0,0,0,0,0
US,Northern Mariana Islands,3/25/2020,0,0,0,0,0
US,Northern Mariana Islands,3/26/2020,0,0,0,0,0
US,Northern Mariana Islands,3/27/2020,0,0,0,0,0
US,Northern Mariana Islands,3/28/2020,0,0,0,0,0
US,Northern Mariana Islands,3/29/2020,0,0,0,0,0
US,Northern Mariana Islands,3/30/2020,0,0,0,0,0
US,Northern Mariana Islands,3/31/2020,2,0,0,2,0
US,Northern Mariana Islands,4/01/2020,6,1,0,5,0
US,Northern Mariana Islands,4/02/2020,6,1,0,5,0
US,Northern Mariana Islands,4/03/2020,8,1,0,7,0
US,Northern Mariana Islands,4/04/2020,8,1,0,7,0
US,Northern Mariana Islands,4/05/2020,8,1,0,7,0
US,Northern Mariana Islands,4/06/2020,8,1,0,7,0
US,Northern Mariana Islands,4/07/2020,8,2,0,6,0
US,Northern Mariana Islands,4/08/2020,11,2,0,9,0
US,Northern Mariana Islands,4/09/2020,11,2,0,9,0
US,Northern Mariana Islands,4/10/2020,11,2,0,9,0
US,Northern Mariana Islands,4/11/2020,11,2,0,9,0
US,Northern Mariana Islands,4/12/2020,11,2,0,9,0
US,Northern Mariana Islands,4/13/2020,11,2,0,9,0
US,Northern Mariana Islands,4/14/2020,11,2,0,9,0
US,Northern Mariana Islands,4/15/2020,13,2,0,11,0
US,Northern Mariana Islands,4/16/2020,13,2,0,11,0
US,Northern Mariana Islands,4/17/2020,13,2,0,11,0
US,Northern Mariana Islands,4/18/2020,14,2,0,12,0
US,Northern Mariana Islands,4/19/2020,14,2,0,12,0
US,Northern Mariana Islands,4/20/2020,14,2,0,12,0
US,Northern Mariana Islands,4/21/2020,14,2,0,12,0
US,Northern Mariana Islands,4/22/2020,14,2,0,12,0
US,Northern Mariana Islands,4/23/2020,14,2,0,12,0
US,Northern Mariana Islands,4/24/2020,14,2,0,12,0
US,Northern Mariana Islands,4/25/2020,14,2,0,12,0
US,Northern Mariana Islands,4/26/2020,14,2,0,12,0
US,Northern Mariana Islands,4/27/2020,14,2,0,12,0
US,Northern Mariana Islands,4/28/2020,14,2,0,12,0
US,Northern Mariana Islands,4/29/2020,14,2,0,12,0
US,Northern Mariana Islands,4/30/2020,14,2,0,12,0
US,Northern Mariana Islands,5/01/2020,14,2,0,12,0
US,Northern Mariana Islands,5/02/2020,14,2,0,12,0
US,Northern Mariana Islands,5/03/2020,14,2,0,12,0
US,Northern Mariana Islands,5/04/2020,14,2,0,12,0
US,Northern Mariana Islands,5/05/2020,14,2,0,12,0
US,Northern Mariana Islands,5/06/2020,15,2,0,13,0
US,Northern Mariana Islands,5/07/2020,15,2,0,13,0
US,Northern Mariana Islands,5/08/2020,15,2,0,13,0
US,Northern Mariana Islands,5/09/2020,16,2,0,14,0
US,Northern Mariana Islands,5/10/2020,16,2,0,14,0
US,Northern Mariana Islands,5/11/2020,19,2,0,17,0
US,Northern Mariana Islands,5/12/2020,19,2,0,17,0
US,Northern Mariana Islands,5/13/2020,19,2,0,17,0
US,Northern Mariana Islands,5/14/2020,19,2,0,17,0
US,Northern Mariana Islands,5/15/2020,19,2,0,17,0
US,Northern Mariana Islands,5/16/2020,21,2,0,19,0
US,Northern Mariana Islands,5/17/2020,21,2,0,19,0
US,Northern Mariana Islands,5/18/2020,21,2,0,19,0
US,Northern Mariana Islands,5/19/2020,21,2,0,19,0
US,Northern Mariana Islands,5/20/2020,21,2,0,19,0
US,Ohio,3/15/2020,37,0,0,37,0
US,Ohio,3/16/2020,50,0,0,50,0
US,Ohio,3/17/2020,67,0,0,67,0
US,Ohio,3/18/2020,86,0,0,86,0
US,Ohio,3/19/2020,119,0,0,119,0
US,Ohio,3/20/2020,173,2,0,171,0
US,Ohio,3/21/2020,248,3,0,245,0
US,Ohio,3/22/2020,356,3,0,353,0
US,Ohio,3/23/2020,443,6,0,437,0
US,Ohio,3/24/2020,567,8,0,559,0
US,Ohio,3/25/2020,704,11,0,693,0
US,Ohio,3/26/2020,868,15,0,853,0
US,Ohio,3/27/2020,1137,19,0,1118,0
US,Ohio,3/28/2020,1406,25,0,1381,0
US,Ohio,3/29/2020,1653,29,0,1624,0
US,Ohio,3/30/2020,1933,40,0,1893,0
US,Ohio,3/31/2020,2199,55,0,2144,0
US,Ohio,4/01/2020,2547,65,0,2482,0
US,Ohio,4/02/2020,2901,81,0,2820,0
US,Ohio,4/03/2020,3312,91,0,3221,0
US,Ohio,4/04/2020,3739,102,0,3637,0
US,Ohio,4/05/2020,4043,119,0,3924,0
US,Ohio,4/06/2020,4453,142,0,4311,0
US,Ohio,4/07/2020,4782,167,0,4615,0
US,Ohio,4/08/2020,5148,193,0,4955,0
US,Ohio,4/09/2020,5512,213,0,5299,0
US,Ohio,4/10/2020,5878,231,0,5665,-18
US,Ohio,4/11/2020,6250,247,0,6003,0
US,Ohio,4/12/2020,6604,253,0,6351,0
US,Ohio,4/13/2020,6975,274,0,6701,0
US,Ohio,4/14/2020,7285,324,0,6961,0
US,Ohio,4/15/2020,7794,362,0,7432,0
US,Ohio,4/16/2020,8414,407,0,8023,-16
US,Ohio,4/17/2020,9107,418,0,8689,0
US,Ohio,4/18/2020,10222,451,0,9771,0
US,Ohio,4/19/2020,11602,471,0,11131,0
US,Ohio,4/20/2020,12919,509,0,12410,0
US,Ohio,4/21/2020,13725,557,0,13168,0
US,Ohio,4/22/2020,14117,610,0,13507,0
US,Ohio,4/23/2020,14694,656,0,14038,0
US,Ohio,4/24/2020,15169,690,0,14479,0
US,Ohio,4/25/2020,15587,711,0,14876,0
US,Ohio,4/26/2020,15972,728,0,15244,0
US,Ohio,4/27/2020,16325,753,0,15572,0
US,Ohio,4/28/2020,16769,799,0,15970,0
US,Ohio,4/29/2020,17303,937,0,16366,0
US,Ohio,4/30/2020,18027,976,0,17051,0
US,Ohio,5/01/2020,18743,1003,0,17740,0
US,Ohio,5/02/2020,19335,1022,0,18313,0
US,Ohio,5/03/2020,19914,1039,0,18875,0
US,Ohio,5/04/2020,20474,1057,0,19417,0
US,Ohio,5/05/2020,20969,1135,0,19834,0
US,Ohio,5/06/2020,21576,1225,0,20351,0
US,Ohio,5/07/2020,22131,1271,0,20860,0
US,Ohio,5/08/2020,23016,1306,0,21710,0
US,Ohio,5/09/2020,23697,1331,0,22366,0
US,Ohio,5/10/2020,24081,1341,0,22740,0
US,Ohio,5/11/2020,24777,1357,0,23420,0
US,Ohio,5/12/2020,25250,1436,0,23814,0
US,Ohio,5/13/2020,25721,1483,0,24238,0
US,Ohio,5/14/2020,26357,1534,0,24823,0
US,Ohio,5/15/2020,26954,1581,0,25373,0
US,Ohio,5/16/2020,27474,1610,0,25864,0
US,Ohio,5/17/2020,27923,1625,0,26298,0
US,Ohio,5/18/2020,28454,1657,0,26797,0
US,Ohio,5/19/2020,28952,1720,0,27232,0
US,Ohio,5/20/2020,29436,1781,0,27655,0
US,Oklahoma,3/15/2020,7,0,0,7,0
US,Oklahoma,3/16/2020,10,0,0,10,0
US,Oklahoma,3/17/2020,19,0,0,19,0
US,Oklahoma,3/18/2020,19,0,0,19,0
US,Oklahoma,3/19/2020,44,1,0,43,0
US,Oklahoma,3/20/2020,49,1,0,48,0
US,Oklahoma,3/21/2020,53,1,0,52,0
US,Oklahoma,3/22/2020,67,2,0,65,0
US,Oklahoma,3/23/2020,81,2,0,79,0
US,Oklahoma,3/24/2020,106,3,0,103,0
US,Oklahoma,3/25/2020,164,5,0,159,0
US,Oklahoma,3/26/2020,248,7,0,241,0
US,Oklahoma,3/27/2020,322,8,0,314,0
US,Oklahoma,3/28/2020,377,15,0,362,0
